,Unnamed: 0,주제,제목,내용
853,158,안전,[1917983] 산업안전보건법 일부개정법률안(권은희의원 등 10인) 입법예고중,"■ 제안이유 및 주요내용 

  최근 전구 제조업체의 형광등 생산라인 철거 작업에 투입됐던 노동자들이 수은 중독 증세를 보여 그중 4명이 산재신청을 하고 철거 근로자와 해당 업체 재직자등 45명에게 임시건강진단명령을 실시하였음.
  현행법은 화학물질 등을 제조·사용·운반 또는 저장하는 설비를 개조하는 등 안전·보건상 유해하거나 위험한 작업을 도급하는 자에게 수급인 근로자의 산업재해를 예방하기 위하여 안전·보건에 관한 정보를 제공하는 등 필요한 조치를 하도록 하고, 이를 위반할 경우 1년 이하의 징역 또는 1천만원 이하의 벌금에 처하도록 규정하고 있음.
  그러나 유해물질에 직접적으로 노출될 수 있는 철거 및 해체 작업에 대해서는 법률에 규정되어 있지 않고, 안전· 보건상 유해하거나 위험한 작업에 관하여 구체적인 사항은 대통령령으로 위임하고 있어, 철거 및 해체 작업에 대한 입법의 불비를 해소하고 죄형법정주의에 부합하도록 처벌대상이 되는 행위가 무엇인지를 명확히 규정할 필요가 있음.
  이에 안전·보건상 유해하거나 위험한 작업에 화학물질 등을 제조·사용·운반 또는 저장하는 설비를 ‘개조’하는 작업 이외에 ‘철거·해체’하는 작업도 법률에 구체적으로 명시하려는 것임(안 제29조제5항)."
854,159,안전,[1917959] 보행안전 및 편의증진에 관한 법률 일부개정법률안(신경민의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법상 보행자 통행량이 많거나 어린이, 장애인 등의 통행빈도가 높은 구역 등을 보행환경개선지구로 지정할 수 있도록 하고 있으며, 보행자의 안전을 확보하고 통행 편의를 증진하기 위하여 필요하다고 인정하면 보행환경개선지구 안의 도로에 법에 정한 각종 시설을 우선적으로 설치할 수 있도록 하고 있음.
  어린이나 장애인 등의 경우 교통신호를 제대로 확인하지 않고 차도로 진입할 우려가 있어 이를 막기 위해 횡단보도 대기공간에서 무단횡단 방지와 녹색횡단 신호 시 음성으로 횡단을 안내하는 ‘보행신호 음성안내 보조장치’를 설치하는 것이 보행자의 안전과 편의를 위해 필요함.
  이에 보행환경개선지구 안에 우선적으로 설치하는 시설에 ‘보행신호 음성안내 보조장치’를 포함하도록 하여 보행자의 안전을 확보하고 보행편의를 증진하고자 함(안 제15조)."
855,160,안전,[1917933] 산업안전보건법 일부개정법률안(이강후의원 등 10인) 입법예고중,"제안이유 및 주요내용

  건설현장에서 사용되는 가설기자재는 건설노무자의 안전에 직결되는 자재로 현행법에 따라 유해·위험한 기계·기구·설비등로 지정되어 안전인증을 취득하거나 자율안전확인신고 후 사용하도록 하고 있음.
  그런데 최근 강원도 정선 아리랑문화센터 붕괴사고, 사당종합체육관 붕괴사고 등에서 알 수 있듯이 규격에 미달되는 가설기자재 사용으로 인한 안전사고가 발생하고 있어, 건설근로자의 안전 보장을 위하여 품질관리 제도개선이 시급한 상황임.
  이에 가설기자재의 무분별한 재사용 방지를 위해 사용가능 연한을 규정하고 품질 확인을 위한 현장점검 체계를 구축하며 인증기준의 적정성 확보를 위하여 분야별 외부 전문가로 구성된 안전인증기준 심의회를 구성하여 인증기준 제·개정 및 폐지 시 심의를 거치도록 함(안 제33조의2, 제34조제9항, 제35조제4항, 제36조의5 신설)."
856,161,안전,[1917888] 승강기시설 안전관리법 일부개정법률안(박민식의원 등 10인) 입법예고중,"■ 제안이유 및 주요내용 

  현행법은 승강기 유지관리기술자가 경력 등에 관한 사항을 국민안전처에 신고하도록 하고 있음. 이를 거짓으로 신고하거나 미신고한 경우 동법의 벌칙 규정에 따라 과태료를 부과하도록 하고 있음.
  한편 동법에는 승강기 유지관리기술자의 경력 등을 신고 할 때, 거짓으로 신고해서는 안 된다는 조항(제20조의2제4항)이 있음. 이는 신고자에게 성실 신고 의무를 주지시키는 효과는 있을 수 있음.
  허나, 이미 승강기 유지관리기술자가 경력 등을 거짓으로 신고한 경우 과태료를 부과할 수 있도록, 벌칙을 정하고 있어 해당 조항은 존속 실익이 없음.
  이에 유지관리기술자의 경력 등 신고 시 거짓 신고를 금지한 조항을 삭제하여 법적 간결성을 제고하려는 것임(안 제20조의2제4항)."
857,162,안전,[1917851] 학교안전사고 예방 및 보상에 관한 법률 일부개정법률안(염동열의원 등 10인) 입법예고중,"제안이유

  세월호 침몰사고 이후 학생 안전교육 및 학교 안팎의 안전사고 예방을 위해 교직원의 안전에 관한 전문성이 크게 요구됨에 따라, 학생 안전교육을 강화하고 교직원에 대한 안전의식과 역량을 제고할 수 있는 제도적 여건이 필요하게 되었음.
  현행 학생 안전교육은 「학교안전사고 예방 및 보상에 관한 법률」ㆍ「학교보건법」ㆍ「학교폭력예방 및 대책에 관한 법률」(교육부), 「아동복지법」(보건복지부), 「성폭력방지 및 피해자보호 등에 관한 법률」ㆍ「성매매방지 및 피해자보호 등에 관한 법률」ㆍ「가정폭력방지 및 피해자보호 등에 관한 법률」(여성가족부) 및 「소방기본법」(국민안전처) 등 여러 부처 소관 법률에 분산？규정되어 있어 관련 교육내용이 중복되는 등 각급학교에서 안전교육을 실시하는 데 많은 혼란을 주고 있고, 교직원의 안전의식과 역량을 제고할 수 있는 법률적 기반이 제도적으로 갖추어지지 않고 있음.
  이에 각 법률에 산재되어 있는 각급학교의 학생 안전교육을 「학교안전사고 예방 및 보상에 관한 법률」로 일원화하여 안전교육이 체계적으로 이루어 질 수 있도록 하며, 교직원에 대한 체계적이고 지속적인 안전 관련 전문성 향상을 위해 학교안전관리사 자격을 신설하여 동 자격을 취득한 교직원들이 학생을 지도하게 함으로써 학교의 안전사고를 사전에 예방하려는 것임.
  아울러, 헌법재판소가 학교안전공제회의 공제급여 결정에 대하여 학교안전공제보상재심사위원회가 재결을 행한 경우 재심사청구인이 공제급여와 관련한 소송을 제기하지 아니하거나 제기한 소송을 취하한 경우에는 학교안전공제회와 재심사청구인 간의 해당 재결내용과 동일한 합의가 성립된 것으로 간주하는 현행법 제64조에 대해 단순위헌결정(2014헌가7, 2015.07.30.)을 내림에 따라, 위와 같은 위헌결정의 취지를 반영하여 학교안전공제보상재심사위원회가 재결을 행한 경우에 학교안전공제회에게 재판청구권을 부여하고, 일부 법률적 용어를 정비하려는 것임.


주요내용

가. 각 법률에 산재되어 규정된 유？초중등학교의 안전교육을 「학교안전사고 예방 및 보상에 관한 법률」로 일원화함(안 제8조제2항 신설).
나. 학교안전사고를 예방하고 신속·적정하게 대처하기 위하여 학교안전관리사를 두고, 학교안전관리사의 자격 취득, 교육, 결격사유 및 자격의 취소사유 등을 규정함(안 제8조의4부터 제8조의6까지 신설). 
다. 공제급여와 관련하여 재심사청구에 대한 재결에 불복이 있는 재심사청구인뿐만아니라 학교안전공제회에도 재판청구권을 부여함(안 제64조).
라. 학교안전관리사의 자격증 대여 등을 금지하고, 이를 위반한 경우 1년 이하의 징역 또는 1천만원 이하의 벌금에 처하도록 함(안 제68조의2 신설 및 제71조)."
858,163,안전,[1917793] 소방공무원 보건안전 및 복지 기본법 일부개정법률안(부좌현의원 등 11인) 입법예고중,"제안이유 및 주요내용

  현행법 제16조는 소방공무원의 건강보호와 유지를 위해 특수건강진단을 실시하도록 하고 있음.
  소방공무원은 직무 특성상 참혹한 현장에 노출되는 빈도가 잦아 외상후스트레스증후군 등 심리적 장애가 발생할 가능성이 매우 높으나 현재 실시되고 있는 특수건강진단은 신체건강진단 위주의 검사로서 정신건강진단은 형식적으로 이루어지는 경향이 있음.
  이에 소방공무원에 대한 심리적 장애의 예방과 치유를 위해 특수건강진단의 항목에 정신건강을 포함하되, 대면(對面)상담 등 정신질환적 징후 발견에 효과적인 검사 항목으로 구성하여 특수건강진단을 실시하도록 하려는 것임(안 제16조제5항 후단 신설)."
859,164,안전,[1917764] 어린이놀이시설 안전관리법 일부개정법률안(정청래의원 등 10인) 입법예고중,"■ 제안이유 및 주요내용 

  현행법상 어린이놀이시설 관리주체는 안전관리자를 배치한 경우 배치한 날부터 15일 이내에 관리감독기관의 장에게 통보하여야 하며, 관리감독기관의 장은 통보받은 즉시 해당 안전관리자에게 안전교육 이수의무에 대해 고지하도록 규정하고 있음. 
  그러나 현행법상 변경통보가 명시적으로 규정되어 있지 않아 안전관리자가 변경된 경우 관리감독기관에서 의무교육을 사전에 안내하기 곤란하고, 후임자가 안전교육을 이수하지 않은 사례가 발생하고 있음.
  이에 어린이놀이시설 관리주체는 안전관리자가 변경된 경우에도 관리감독기관에 통보하도록 명시함으로써 통보받은 관리감독기관의 장이 해당 안전관리자에게 안전교육 이수의무에 대해 고지하고, 변경된 안전관리자가 안전교육을 이수할 수 있도록 하려는 것임(안 제20조제2항 전단)."
860,165,안전,[1917739] 원자력안전법 일부개정법률안(장병완의원 등 10인) 입법예고중,"■ 제안이유 및 주요내용 

  현행법은 방사성폐기물 저장·처리·처분 시설 및 부속시설 건설허가를 받으려는 자는 허가신청서에 방사선환경영향평가서, 안전성분석보고서, 안전관리규정 및 운영에 관한 품질보증계획서 등 총리령으로 정하는 서류를 위원회에 제출하도록 규정하고 있음.
  하지만 방사성폐기물 처분시설 폐쇄 후 해당 시설에 대한 감시, 접근 제한, 보수작업, 토지사용통제, 기록보관 등의 관리활동 규정이 미흡해 관련 제도를 개선할 필요가 있음.
  이에 방사성폐기물 처분시설의 관리기관을 사업주체가 정하는 게 아닌 위원회가 정하도록 하고, 시설 전부 또는 일부를 폐쇄한 후 300년 이상의 범위에서 위원회가 실태 및 안정성 여부를 조사하도록 하고자 하는 것임(안 제2조제24호의2·제24호의3, 제63조제1항·제2항, 제64조제5호 신설)."
861,166,안전,[1917650] 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안(노웅래의원 등 10인) 입법예고중,"■ 제안이유 및 주요내용 

  2016년 1월 25일 시행예정인 개정법률 제9조에 따르면, 특정소방대상물의 관계인은 대통령령으로 정하는 바에 따라 특정소방대상물의 규모·용도·위험 특성·이용자 특성 및 수용 인원 등을 고려하여 갖추어야 하는 소방시설을 설치 또는 유지·관리하여야 함.
  그러나 이러한 일반적인 의무 규정으로는 화재 취약계층인 장애인 등이 화재 등 재난 발생 시 신속하고 안전하게 피난할 수 있는 그 특성에 맞는 소방시설의 설치 등이 어려울 것으로 예상됨.
  이에 장애인 등이 일반인과 별반 차이 없이 사용할 수 있는 경보설비 및 피난설비를 설치 또는 유지·관리하도록 하는 의무를 명시함으로써 장애인등이 화재 등 재난 발생 시 신속하고 안전하게 대피할 수 있게 하려는 것임(안 제9조제1항 후단 신설)."
862,167,안전,[1917616] 전기용품안전 관리법 일부개정법률안(조경태의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 안전인증대상전기용품의 제조업자가 안전인증표시 사용금지조치 또는 개선명령조치를 이행하지 아니하면 안전인증기관이 안전인증을 취소하거나 안전인증표시 사용금지조치를 할 수 있도록 규정하고 있는데, 안전인증제도의 실효성 담보를 위해서는 현행보다 제재조치를 강화할 필요가 있음.
  또한, 현행법은 거짓이나 그 밖의 부정한 방법으로 안전확인신고등을 하거나 공급자적합성확인을 한 경우 산업통상자원부장관이 사용금지조치 또는 개선명령을 할 수 있도록 규정하고 있는데, 다른 사유와 비교해 비난의 가능성이 큰 만큼 제재조치를 엄격하게 규정할 필요가 있음.
  이에 안전인증표시 사용금지조치 또는 개선명령의 조치를 받고 이를 이행하지 아니한 경우 안전인증기관은 안전인증을 취소하도록 하고, 거짓이나 그 밖의 부정한 방법으로 안전확인신고등을 하거나 공급자적합성확인을 한 경우에는 산업통상자원부장관은 안전확인신고등의 표시등 사용금지조치 또는 공급자적합성확인의 표시등 사용금지조치를 하도록 하려는 것임(안 제8조, 제14조의2 및 제14조의6)."
863,168,안전,[1917610] 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안(윤영석의원 등 10인) 입법예고중,"제안이유

  최근들어 기술의 급속한 발전으로 인해 소방용품이 다양화·복잡화되고 있어 다양한 기능과 신기술이 적용된 소방용품들이 속속 등장하고 있음.
  이에 발맞춰 신기술이 적용된 소방용품을 신속하게 도입할 수 있도록 제도를 개선하고 소방용품 운영상 제기되는 문제점을 보완할 필요가 있음.
  이에 소방용품의 사후관리 강화, 우수품질인증 소방용품 보급확대 지원, 결합기능을 가진 소방용품 제도 도입 및 신기술 적용 소방용품 규정 정비 등 현행 법률상 나타난 미비점을 개선·보완하기 위함.


주요내용

  가. 소방용품의 내구연한을 규정하고, 사용 중인 소방용품 중 성능이 적합한 제품을 지속적으로 사용할 수 있도록 성능시험을 통해 적합여부를 확인하는 성능인증제 도입(안 제9조의4 신설).
  나. 하나의 소방용품에 두 가지 이상의 형식승인 사항이 관련된 경우, 하나의 형식승인으로 표시할 수 있도록 함(안 제36조).
  다. 하나의 소방용품에 성능인증 사항이 두 가지 이상 결합된 경우, 하나의 성능인증 형식으로 표시할 수 있도록 함(안 제39조).
  라. 우수품질인증 소방용품을 우선 구매하도록 유도하여 우수한 소방용품 개발 및 보급을 활성화하고자 함(안 제40조의2 신설)."
864,169,안전,[1917587] 재난 및 안전관리 기본법 일부개정법률안(부좌현의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법상 재난관리기금의 용도는 주로 공공분야에 한정되어 재난예방 및 재난피해시설의 안전조치를 하도록 하고 있음.
  현재 각종 안전사고의 발생 우려가 높은 노후시설 중 민간소유 시설이 금전적인 이유로 인해 보수·보강 또는 긴급한 조치를 이행하지 못하는 사례가 발생하고 있음.
  이에 재난관리기금을 민간소유 시설의 재난 예방을 위한 긴급한 조치 및 응급복구 등에도 사용할 수 있도록 하는 한편 안전조치명령을 이행하여야 할 자를 갈음하여 안전조치를 한 경우 의무자의 재산 등 일정기준에 따라 비용징수를 면제할 수 있도록 하여 민간소유 시설이 금전적인 이유로 재난의 위험에 방치되는 것을 개선하고자 함(안 제31조 및 제68조)."
865,170,안전,[1917586] 제품안전기본법 일부개정법률안(부좌현의원 등 10인) 입법예고중,"행법은 안전성조사 결과 제품의 위해성이 확인된 경우 등에 대한  수거등의 명령을 따르지 아니한 자, 개별 법령상 인증 등을 받은 후  부품 등을 변경하여 소비자의 생명·신체 등에 위해를 끼칠 우려가 있는 제품을 제조 또는 유통한 자 및 시중에 유통되는 제품의 중대한 결함으로 소비자의 생명·신체 등에 위해를 끼칠 우려가 있음을 알고도 해당 제품의 수거등을 하지 아니한 자에 대하여 3년 이하의 징역 또는 3천만원 이하의 벌금에 처하도록 규정하고 있음.
  그러나 위해성이 확인되거나 소비자의 생명·신체 등에 위해를 끼치거나 끼칠 우려가 있는 제품에 대하여는 해당 제품의 사업자가 수거 등 필요한 조치를 신속히 할 수 있도록 현행보다 처벌 수위를 강화할 필요가 있음. 
  이에 제품의 위해성이 확인된 경우 등에 대한 수거등의 명령을 따르지 아니한 자 등에 대한 벌칙을 강화하여 5년 이하의 징역 또는 5천만원 이하의 벌금에 처할 수 있도록 하려는 것임(안 제26조)."
866,171,안전,[1917539] 원자력안전법 일부개정법률안(장병완의원 등 10인) 입법예고중,"■ 제안이유 

  2011년 원자력 안전·진흥 분리원칙에 따라 舊교육과학기술부에서 원자력안전위원회가 독립하였으며, 수탁업무를 처리하는 산하기관도 분리하기 위해 공익법인으로서 한국방사선안전재단을 설립하여 운영하고 있음.
  이에 한국방사선안전재단의 설립근거와 업무범위를 법률에 명시함으로써 기관의 공공성과 투명성을 확보하고 보다 효과적으로 안전규제업무를 수행하려는 것임(안 제7조의2 신설 및 제111조제1항).


■ 주요내용

가. 원자력 및 방사선 안전기반 조성 활동을 효율적으로 추진하기 위하여 한국방사선안전재단을 설립하며, 안전재단은 위원회의 원자력안전 정책수립 지원을 위한 기초자료 조사·연구 등의 업무를 수행함(안 제7조의2제1항·제2항).
나. 안전재단이 정관을 제정하거나 변경하고자 하는 때에는 위원회의 인가를 받아야 하며, 위원회는 예산의 범위에서 안전재단의 설립 및 운영에 필요한 경비를 출연할 수 있음(안 제7조의2제5항·제8항)."
867,172,안전,[1917525] 해사안전법 일부개정법률안(박민수의원 등 10인) 입법예고중,"국내 해양안전의식은 매우 낮은 상황이며 정부의 해상교통관리 개념 역시 미약한 상태임. 이와 관련한 조직 역시 분산되어 선종별 상이한 안전관리체계를 갖고 있음. 
  세월호 참사 이후 선제적인 해양사고 예방 및 대비 역량 강화, 해상교통의 안전관리 시스템 네트워크화 등이 필요하다는 목소리가 높지만 이를 위한 기본적인 데이터 구축을 위한 체계가 미비한 상황임. 
  이에 해양사고현황, 피해상황 등 사회적 여건과 비상상황 발생시 대처 가능한 개인의 안전행동역량을 종합적으로 고려하여 해양 안전의식 수준을 객관적으로 측정하는 해양안전문화지수 개발이 이뤄질 수 있도록 하여 보다 근본적인 해양사고 예방 및 대비, 역량 강화는 물론, 조사된 해양안전문화지수를 바탕으로 관련 정책이 올바르게 수입될 수 있도록 할 필요가 있음(안 제7조의 2 신설)."
868,173,안전,[1917517] 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안(황인자의원 등 12인) 입법예고중,"제안이유

  경주 마우나 리조트 붕괴 사건, 여객선 세월호 침몰사고, 고양 종합터미널 화재, 장성 노인요양병원 화재 등 일련의 대형 재난사건을 통하여 안전시설에 대한 관리의 중요성이 부각되고 있음. 
  이에 소방시설 등 유지 관리 의무 위반을 억제하고 이행 실효성을 확보하기 위하여 소방시설의 폐쇄？차단, 피난방화시설에 대한 훼손, 물건 적치 및 장애물 설치 행위 등에 대해 신고포상제를 도입하고, 소방시설 폐쇄？차단 행위로 인해 사망자가 발생하는 경우 가중처벌규정을 신설하는 등 관계인의 책임성을 강화하여 화재와 재난？재해, 그 밖의 위급한 상황으로부터 국민의 생명과 재산을 보호하려는 것임.

주요내용

  가. 소방본부장 또는 소방서장은 소방시설, 피난시설, 방화구획 또는 방화시설의 유지·관리기준을 위반한 행위 등을 신고한 사람에게 신고포상금을 지급할 수 있도록 함(안 제47조의3 신설).
  나. 소방시설의 기능 및 성능에 지장을 초래하는 폐쇄·차단 행위로 인해 사람을 상해에 이르게 한 때에는 7년 이하의 징역 또는 7천만 원 이하의 벌금에 처하며, 사망에 이르게 한 때에는 10년 이하의 징역 또는 1억 원 이하의 벌금에 처하도록 함(안 제48조제2항 신설).
  다. 소방시설을 화재안전기준에 따라 설치 또는 유지·관리하지 아니한 자나 피난시설, 방화구획 또는 방화시설의 폐쇄·훼손·변경 등의 행위를 한 자에 대한 과태료를 200만 원에서 300만 원으로 상향 조정함(안 제53조제1항 신설)."
869,174,안전,[1917505] 원자력안전법 일부개정법률안(장병완의원 등 10인) 입법예고중,"■ 제안이유 및 주요내용

   현행법은 국내외 방사능 비상사태를 조기에 탐지하여 방사선으로부터 국민의 건강을 보호하고 환경을 보전하기 위하여 대통령령으로 정하는 바에 따라 국토 전역에 대하여 환경상의 방사선 및 방사능을 감시하고 그 결과를 평가하도록 규정하고 있음   또한 측정소의 설치·운영에 필요한 구체적인 사항은 총리령으로 규정하고 있는데, 방사선 피해를 예방하기 위한 정보시스템 구축？운영의 법적 근거가 미흡하다는 지적이 있음   이에 원자력안전법에 명확히 방사능 비상사태에 따른 방사선 피해를 예측하기 위한 정보시스템을 중앙방사능측정소에 구축？운영토록 하여 방사능 피해로부터 국민안전을 보호하고자 하는 것임(안 제105조제3항 신설)."
870,175,안전,[1917503] 원자력안전법 일부개정법률안(권은희의원 등 11인) 입법예고중,"■ 제안이유 

  현재 발전용원자로 등 주변 지역에서는 주변 환경 및 주민안전을 위한 민간 감시기구를 지방자치단체 조례에 따라 운영하거나, 자생적으로 조직하여 운영하고 있음.
  그런데 현재 이러한 조직에 대한 지방자치단체와 발전용원자로운영자의 운영·지원에 있어 안정적 예산 확보와 공식 기구로서의 조직 구성 및 운영이 필요하다는 의견이 제기되었음.
  영국과 프랑스의 경우 정부 및 지방자치단체 대표와 지역 주민 대표가 참여하여 안전 관련 논의를 하는 상설 지역협의체를 운영하고, 일본의 경우에는 지방자치단체가 발전용원자로운영자와 안전에 관한 협정을 체결하는 등 지역의 참여를 보장하는 해외 사례도 있음.
  이에 발전용원자로, 연구용·교육용원자로 또는 방사성폐기물관리시설이 위치한 시·도에 주민대표가 참여하는 원자력환경안전지역위원회를 설치하여 주변 환경 및 주민 안전에 관한 사항을 심의·의결하도록 함으로써 원자력안전 정책의 민주성과 투명성을 보장하려는 것임.


■ 주요내용

가. 발전용원자로, 연구용·교육용원자로 또는 방사성폐기물관리시설  주변 지역의 환경 및 주민안전에 관한 사항을 심의·의결하기 위하여 시·도지사 소속으로 원자력환경안전지역위원회를 설치함(안 제103조의3제1항 신설).
나. 지역위원회가 주변 환경 및 주민안전에 관한 감시·조사 및 시정·개선 요구 및 방사능재난의 예방·대응 등을 심의·의결하도록 함(안 제103조의3제2항 신설 등).
다. 지역위원회는 원자력안전위원회 및 시·도지사가 추천한 관계 전문가·공무원 및 주민대표로 구성함(안 제103조의3제4항 신설).
라. 지역위원회가 원자력관계사업자에게 그 업무에 관한 보고 또는 서류의 제출 및 제출된 서류의 보완을 명할 수 있도록 함(안 제103조의4제1항 신설).
마. 지역위원회가 원자력관계사업자에 대한 검사·현장 확인·질문·시료 수거 등을 위원회에 요청하고 이에 참여할 수 있도록 함(안 제103조의4제2항 신설).
바. 원자력안전위원회 또는 원자력안전기술원이 지역위원회에 대한 기술적 지원을 할 수 있도록 함(안 제103조의4제3항 신설)."
871,176,안전,[1917499] 재난 및 안전관리 기본법 일부개정법률안(정청래의원 등 10인) 입법예고중,"제안이유

  현행법상 재난상황의 보고체계가 복잡하게 규정되어 있고, 정부기관을 대상으로 재난관리를 위해 필요한 위험수준별 위기경보와 국민을 대상으로 재난 발생 시 대피·대응을 하기 위한 재난 예보·경보 체계가 혼재되어 있음.
  이에 국민안전처장관이 재난상황에서 선제적으로 대응할 수 있도록 재난관리책임기관의 장 등이 국민안전처장관에게도 재난상황을 보고하도록 하고, 재난의 위기경보와 예보·경보체계를 구분하는 등 현행 제도의 운영상 나타난 미비점을 개선·보완하려는 것임. 


주요내용

  가. 재난관리책임기관의 장 등은 국민안전처장관에게 재난상황, 응급조치 및 수습상황에 대해서 직접 보고하도록 함(안 제20조).
  나. 재난관리주관기관 다수가 해당되는 재난에 대해서는 국민안전처장관이 위기관리 표준매뉴얼을 작성할 수 있도록 함(안 제34조의5).
  다. 재난관리주관기관의 장은 재난에 대한 위기경보를 관심·주의·경계·심각으로 구분하여 발령할 수 있도록 하고, 재난관리주관기관의 장이 심각 경보를 발령·해제하려면 국민안전처장관과 협의하도록 함(안 제38조).
  라. 재난관리책임기관의 장은 재난의 예보·경보 체계를 구축·운영할 수 있도록 하고, 국민안전처장관, 시·도지사, 시장·군수·구청장은 재난에 관한 예보·경보 또는 응급조치 등을 위해 전기통신시설의 우선 사용, 필요한 정보의 신속한 방송 등 필요한 조치를 요청할 수 있도록 함(안 제38조의2)."
872,177,안전,[1917433] 재난 및 안전관리 기본법 일부개정법률안(정청래의원 등 10인) 입법예고중,"■ 제안이유 및 주요내용 

  세월호 사건이후 안전에 대한 관심이 높아지고 이로인해 국민안전처를 신설하는 등 재난으로부터 안전을 지키기 위해 많은 제도적 정비가 이루어졌음.
  그러나 아직도 안전불감증이 팽배하고 현행법상의 안전관련 조치에 대해 경제적 이익을 이유로 따르지 않는 일이 발생하고 있음.
  이에 벌칙을 강화하여 안전에 대한 경각심과 재난관련 안전조치의 실효성을 높일 수 있도록 하고, 일부 규정의 경우 국민권익위원회의 권고안 및 국회사무처 법제예규에 맞춰 징역 1년당 1천만원의 비율을 맞추고자 함(안 제78조의3·제79조 및 제80조)."
873,178,안전,[1917392] 교통안전법 일부개정법률안(정청래의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행 법령은 사업용자동차의 운수사업자가 중대교통사고 등으로 교통행정기관으로부터 운행기록 자료의 제출을 요청받은 경우 인터넷을 이용하여 교통안전공단의 운행기록분석시스템에 직접 제출하도록 하고 있음.
  그러나 사업용자동차의 운수사업자(개인택시·개별화물 등) 대부분은 연령이 50대 이상으로 컴퓨터 활용능력이 부족하여 자료 제출에 많은 어려움을 호소하고 있는 실정임.
  이에 중대교통사고 등으로 교통행정기관이 운행기록자료의 제출을 요구하는 경우 자동차검사대행자나 지정정비사업자가 차량의 소유자를 대신하여 교통안전공단으로 운행기록장치의 운행자료를 전송할 수 있도록 함으로써 중·장년층 사업용자동차 운수사업자의 고충을 덜어주려는 것임(안 제55조제2항 단서 신설)."
